,sentiment,content
4516,0,mitchelmusso want can t call cause live argentina really really love mitchel awesome rock
4517,1,got back embassy missing one paper go monday good luck me
4518,1,good night everyone time go mimmiz
4519,1,burbankhays ohhh remember gave dad shoutout mcr msg show last year sweet
4520,1,law order yeah stay home sat nite
4521,1,lovely walk morning missus drizzle matter
4522,1,finally blessed see moon
4523,1,st ty follow back nd grrr don t cuz mess able follow others u want ur
4524,0,going eat aunt soooon getting ready changing hope today goood day idk miissss himm
4525,1,selenagomez selena s mom congratulation nice day
4526,0,finished mowing lawn
4527,1,unclerush good morning you hope nice productive day
4528,1,greenpolkadot u go profile ill help u cause ur right next me
4529,1,cubedweller doin tell me tell me
4530,1,watering plant home drinking delicious smoothie morgan jamba exploded
4531,0,sleeping soo good woke like min ago n got sick feeling great wanna go back sleep wide awake
4532,0,working weekend
4533,0,paulusveltman ja deze interessanter text message limited character http tr im kpgg
4534,1,hey there glorious morning monday s animation mode on
4535,1,mollieandme hello sooo awesome dont ever stop haha make fall chair laughing x
4536,1,karaoke small town bar wonderful time
4537,0,kenzonian yes do still almost gmail storage ceiling argh forced delete stuff buy space
4538,1,secondstomars itï¿½s voting v anything simple true yr stronger cover best w o looking pink glass
4539,1,england summer holiday year yay
4540,1,morning every giveaway http tinyurl com dhchg mod kid emma pattern amp giftcert hipfabric go check
4541,1,way home aloha good night everyone
4542,1,am think time bed good night twitts
4543,0,kiwilucy ahhh know win entire thing try avoid thing never work
4544,1,laughing reason maybe tired haha maybe go bed night
4545,0,back reality boo
4546,0,xombie yeah no already called ask
4547,0,slept eye open again hurt like hell wish could find eye lube stuff make feel better
4548,1,drink amp amp din w amy lori
4549,0,mitchelmusso http twitpic com swx tried didnt get
4550,0,lilabiem awww meee haha gonna make saddd
4551,1,ukrainiac yea say something great hear ukrainian
4552,1,ï¿½ vancity holy shizz home soon kid
4553,0,banged elbow bleeding owwiee
4554,0,streetztalk physic boring class ever
4555,1,poeticblasphemy see finally got set avatar cool
4556,0,shaundiviney didnt get msg bought princess
4557,0,finally deleted number phone contact heartbreak
4558,0,one call anymore
4559,0,chaletlaforet shit awful could believe first sad
4560,1,surprising momma bear
4561,0,billbathgate any sorry wahh lub u toooo
4562,0,aww minute left family guy
4563,1,moochergirl think tiger crumbling surprising all really lol
4564,0,finally sunny day sick go outside play
4565,0,philadelphia phillies brett myers indefinitely injured hip http tinyurl com megxu via phi phillies nooooo
4566,0,msdivineknight wish could want stay play u guy enjoy block party
4567,0,aonir awww sad download copy you
4568,1,quot we oh yea yea yea eating tonite woo eating tonight eating tonite diet quot finding nemo
4569,0,ssisch hmmm sisch amp sound design say soon mean week
4570,1,london tourist thing
4571,0,ugh soooo drag assing today brighter note got g update amp biznesssss
4572,0,last day work taking shared googledocs actually kinda getting
4573,1,happy star war day may fourth
4574,1,kelly straycat haha ty
4575,0,damn missed xsparkage s blogtv hope funsies
4576,1,ddlovato wish there live holland going see paris
4577,1,twitlonger hi x website soo cool love using thank
4578,1,signing night watching quot the reader quot sure snooze point good night
4579,1,art coffee cake
4580,1,sun shining brightly day begun what s store wandering around le calanques maybe vin definitely
4581,1,awake others sleep
4582,1,elvishsiao website developing http woo sh let also share video document map event later music
4583,0,sitting myself everyone took good seat
4584,0,damn failed assassination attempt louis re http ff im mrim
4585,0,done cleaning taking break omg back hurt
4586,0,favorite curling iron broke
4587,1,tracyedukes good morning thanks retweet
4588,1,haha bet settled bad
4589,1,froggie one quot groovy guy quot time shortie short photofollows
4590,1,gloomy day can t stop bliss hope ronaldo score derby match today
4591,1,good morning
4592,0,x crazyangel gah gregg got hot talented vote dammit
4593,0,still full buffet palm stomach actually hurt ugh gluttony bite
4594,1,metqueen sound awesome
4595,0,billiemcfly said nite x
4596,0,yea headed home change head pelham sad thought suposed heading nkotb concert
4597,1,loadedman look background that s want future date like well ever get him
4598,0,im done defending him im going bed im gonna give mom happy mother day least ill try
4599,0,spencerkeasey yeah suck working nano take music off sad
4600,0,mad glee premiere till fall
4601,0,ether radio yeah s feel funny cause slept enough woke mum cause singing impressed s you
4602,1,drjoesdiyhealth weekend going great yours
4603,1,tgif gorgeous day reno today stuck inside
4604,1,gnimsh forgot answer kindle question yesterday honestly used much two paperback book want read first
4605,1,rgoodchild yeah made great noise tripped house circuit breaker good time worth part
4606,0,want milk
4607,1,sirreigns that s like hear unfollow u little people twitter make big u
4608,1,nice weather look like going rain delhi
4609,0,veronicasmusic guy coming back tour oz missed earlier year made sad
4610,0,antidepressiva get motivated fact know wake productive go sleep in though
4611,0,crizzoid cant stand summer fever for me weather get really humid lol
4612,1,baseball game whoo hooo banquet yesterday hyhtt sooo fun
4613,0,rebeccablack sorry ahahah rachel look much like
4614,0,waste life http tr im mlou
4615,0,sheila libere moving done internet monday cafe like new place work fine everything else so
4616,0,nextman wish nah babe back home atl
4617,0,theguigirl awwww thanks unfortunately everything close pm sweden friday presentation am monday
4618,1,going home now seen new twitter design quite heavenly it
4619,1,happy star war day
4620,0,love mac msn work still
4621,0,fossiloflife sarcy usual
4622,0,malarkey ok point taken tell team stop cynical championing standard active x far better anyway
4623,0,can t believe er
4624,1,thanks much following keep date much possible makeup line plus new collection
4625,1,gfalcone tom u hahahahahahhah bff
4626,1,loving phuket melai badette coming home soon imiss everyone
4627,0,parent withdrew permission last moment going along tomorrow s sac trip idp camp pakistan idprelief
4628,0,sassij gonna chop tiny bit one two
4629,0,thank ddlovato cant wait ummm btw ima crash still sick
4630,1,yaaaay think might aced history test today
4631,0,mom asking feeling better dargah visit dad swears see ve quot change quot amused yeah still depressed
4632,1,back weekend getaway energized another week bring on lol
4633,1,wonderful piece cake lunch else could want
4634,0,found mad men season delayed august
4635,1,alohazen u hav garden bunny probs r decidedly uncool thanks d link
4636,0,divarina dont evn talk more huge mistake shoulda listened her kno disappointed me
4637,0,awake can t get back sleep
4638,1,back sweden great hot sunshine walking around looking red back writing again
4639,0,herobeth entire week get design graphic design job home freelance sad
4640,1,musiclove haha thanks history invention television influence america lol
4641,0,brookeleeadams hang there health priority right now hate seeing good people get mistreated genuinely sorry
4642,0,finellskii fun sad guy
4643,0,need stop sick
4644,0,wish eating lunch w laddiecatherine ophieracine
4645,1,mummyofmany jesus heals
4646,0,siggidori sorry creating new comedy style quot bad joking quot
4647,0,can t even gift money away day re http ff im lqux
4648,0,evonmichelle mum s lol got anything yet sad sad haha
4649,0,thought going fun day
4650,1,mrddg class n bout make sum breakfast
4651,0,sad see deb two day
4652,1,mynewgroove said drink tonight say drink sam adam
4653,0,no adventure time
4654,1,agent m thanks remembering
4655,1,life beautiful morning think better way ruin work
4656,0,oooh battlestar galactica channel rebellion episode man feel sad became gaeta liked
4657,1,princessdeleon awesome feel fulfilling it gonna work soooo many people summer totally excited
4658,0,vincew stefanyngo fell asleep beach put enough sunscreen lol
4659,0,afaik little sad croccos longer available salsa wed night bummer ienjoyed going wed night
4660,0,miss oklahomaaaaa listening citizen cope til pas out
4661,1,dreading going work but it friiiiiday whoop
4662,0,soooo hungry right now lunch time
4663,1,fun had
4664,0,nathaliecaron ended going left knee killing me think pushed much yesterday
4665,0,work today http plurk com p xrt
4666,1,velvetella bye great time whisked away
4667,1,mileycyrus would totally take prom if hadnt already gone sorry lol
4668,0,seem photo grandma together tomorrow heart breaking
4669,1,school haha well hope today fun post regular update day follow stay updated
4670,1,skinnymarie guess ive got wow impossible
4671,0,day nothing
4672,0,sooo lost without car truly depressing pregnant people never stressed out
4673,1,yay back home
4674,1,mahnameisjerik thank
4675,1,happy birthday andrewgirdwood
4676,1,mum really happy pretty small present oh wow tomorrow test one present one pasta recepies
4677,1,watching twin handle mariner again whoo hoo tony http www trustyfotografie com
4678,0,hello jodie um thrown jarewolf s van yesterday taken er
4679,0,ddlovato demi pretty bang everything you look grown picture liked bang
4680,0,really miss phone cant wait till new one come
4681,0,im contacting paw philippine find quot tiger quot new owner im sad love dog soo much
4682,1,good morning ti rainy monday morning blahhh
4683,0,officially miss quark huhuhu heart hand partner one dance tonight come home so http plurk com p xkz
4684,0,pntbtrkisses agree dog crazy worth block amp let twitter police know harrassment
4685,1,heidimontag saturday good cannot wait monday night
4686,1,shoegal oh okay cool
4687,0,guess meant change
4688,1,heading schoool going good day knoww
4689,0,funeral ceremony gloomy friday
4690,1,mrskutcher amp aplusk two funny
4691,1,hurray quot summer time quot start today meaning work pm instead august yay
4692,0,friday night never fun work saturday morning
4693,1,blog updated
4694,1,hmm icecream breakfast springtime
4695,0,chrisettefan hey aww man no didnt ignore dont mobile web txt see unless gt
4696,1,http snipurl com hqn printed mom amazon gift card happy mother day talk last minute
4697,0,julezykins must kidding boy definately i hope anyway o o girl probably honest must proper ugly no one like
4698,0,joannaangel im strict diet ugh feel like cheat one day ill throw everything up
4699,0,jennytalia shut face mean me pedro supposed mean one
4700,0,cause missed lot class
4701,1,ryan stile still funniest man ever got great news great news tonight happy could burst
4702,0,g night world vacation end day
4703,1,the real nash want honorary filipino follow thanks daxvelando
4704,1,fallenstar oh ok then wedding heap nice there big fan qld
4705,1,got back cheescake factory boy oh boy gut stuffed
4706,1,error well greatly appreciate comment mean lot me working them work progress know
4707,1,msknitsox thanks amy full hotness
4708,0,dorkita buu get right plop close quot urban quot
4709,0,wish laptop charger could tweet faster
4710,1,dmaul yus really nice
4711,0,im ill hate it seeing doc
4712,1,happy mother s day favorite mom
4713,1,watched wolverine yesterday spur moment kinda thing awesome proud south african director
4714,0,cocktailchic oh f ck completely forgot thirsty thursday oh my gaga suck
4715,1,morning sunshiines
4716,1,trippingtracy there s pow wow chicago area definitely check out fun happy mother s day
4717,0,digitalpainted oh mann da ist super lustig du armer mac age month battery charging no garantiefall
4718,1,tomfelton awww sooo adorable old u video
4719,1,aclockworktoad take lot pic really pretty there lot palm tree
4720,1,well im gonna go shower now gotta get rdy movie couple hour byeee esther lt p s s miss u katherine
4721,0,taking care sick child
4722,0,omg maddie holby dead gutted loved nadine lewington really wanted maddie clifford get together
4723,0,hmm disappointed made serving able enjoy one stomach full wishing company help
4724,0,nursedoublek someone help makeup you gots go looking fine another shot
4725,0,aldenpolicar sad saying fat tear
4726,0,summersunrays that s sad
4727,0,fast amp furious excellent movie andy great guy time lol
4728,1,okayyy read cause feel special haha
4729,0,dagnamit latest power twitter update pant clickable link
4730,1,oh also today must remember hoppusday happy hoppusday yes said yesterday changed okay
4731,1,itsjakey love call chica
4732,0,oops spent much already lol quid gone
4733,1,kolsweetie hell yeah belgian beer bomb p
4734,1,amazinq qirls niqht out quess always qreat excuse wear tiny dress amp heel
4735,1,know mom gave clean macbook white now tinted grayish blue black desk
4736,0,im depressed pretty day everyone either something can t bleh
4737,1,dduane wave back good day
4738,1,steveplunkett hey need car too dm address
4739,0,downloading chex quest year sin final release say right
4740,0,miss jp know iv given headache thinking it make want cry
4741,0,yurges loadsa shizze happend im upset
4742,0,sadly time come put mom home
4743,1,anh hmm tasty going curry rice pea probably
4744,1,torenheksje thanks retweet
4745,1,amazing time last night mcfly incredible
4746,1,flying ontario hour will probably stay awake i day camping first time yay i sleepy
4747,0,japanese exchange student cutest thing ever seen seriously haha want put pocket amp keep d
4748,0,lifesaver suck
4749,0,mrskutcher sorry demi read post attend bgt im sure support sb helped tho world without pap plzz
4750,0,bigggest headache
4751,0,t rothlisberger that s fucking awesome bookmark
4752,1,andrew idea rest think ben princeton could fun lol going late
4753,0,jephjacques three hated word quot see monday quot
4754,0,ancillatilia tooo wish could get
4755,1,good morning ready start week
4756,0,sad greg pritchard didnt make final britain got talent coz soooo deserved
4757,1,mitchelmusso heyyyyy u english fan want signing
4758,0,running annapolis half marathon weekend failed meet registeration deadline amp completely filled
4759,0,fridayyyyy working
4760,1,ok shower calling name hour think indulge amp respond allow robin thicke serenade
4761,1,wanna see upppppp
4762,1,scary hooked wire n printed sum graph ohhhhhh
4763,0,heading dmv pay hard earned money
4764,1,like new trend who s next http tinyurl com qcyd
4765,0,sufigirl well that s way start day
4766,0,wish going back lake weekend had blast miss lil bro
4767,1,new york ft look rather good last night big apple
4768,0,sigh going bed feel right anymore
4769,1,hot music news thanks
4770,1,gcrush thank you guy awesome thing blog tonight grateful
4771,0,hollywoodtv question guy liek famous anything haha miley followed luckkyy im jealous
4772,0,gailmoscoso oo noo thats good
4773,1,jesfive sweeeeet san fran awesome love
4774,0,pageoneresults seo voodoo google cache noarchive hide user
4775,1,scattyjan best cup final today fun
4776,0,he
4777,0,chick fil dinner hopefully feel better head eye killing
4778,1,davidarchie watching video youtube funny david oh talented course
4779,0,brighternoise really
4780,1,great night justine boy westconn people met tonight haha
4781,0,can t go bed sooooo tired
4782,1,doctor anyone wanna somethin bit
4783,1,wishing happy monday wonderful start week make good one
4784,0,joshuardean mii shit list permanent mii dude
4785,1,yeah going makati cinema square dad later haha
4786,0,headed home sea world closed early
4787,1,peacehippie loser baha dude gonna come amp put picture myspace really quick
4788,0,really sad nephew keeping busy sorting item bwm http bit ly ntsm
4789,1,jonas absolutely heartwarming now time bed goodnight jonasbrothers
4790,1,lonely gosforth gallery excited meal six followed antony johnson tonight woohoo
4791,1,watching next day air
4792,0,thecubs cubby even else new matter beat dem bum chicago baseball
4793,1,annadwan excellent good see
4794,0,vivyouell got me that s obviously going wrong
4795,0,well
4796,0,ringram glad u feel like cooking tired
4797,0,mcfly anit age z
4798,0,mosquito truck waking
4799,0,flyykiddangel lmao need shopping partner today
4800,1,zhayrar lol well thank
4801,1,emarketingguru hi uploaded completely new chinese lesson www youtube com chineselearn please feel free watch enjoy
4802,0,msalonen can t get load wanted everyone see quot bette davis eye quot remix video today boooooo
4803,0,plier blow face today mistake killed wrong breaker wire connected plier boom big chunk gone
4804,1,resting ahhhhh feel good
4805,0,holmescnn oh realize well already work today still car ask
4806,0,exhausted
4807,1,woop bought elliot minor album itunes finally working me
4808,0,honza take flight back czech republic morning really going miss him
4809,1,nathanschultze haha that s awesome good job
4810,1,sitting garden mummy also got text boy thought got hint obviously not
4811,0,rainy day philly look like gonna movie night
4812,0,http twitpic com hvr picture last year freshman year miss tho day
4813,1,rossianson invite sent invite collabs too pas word around
4814,0,generaltekno getting rotf toy till much later tell anybody isn t is worth getting
4815,1,forsakendaemon hooray
4816,1,enjoyed steak quesadilla kinda mad cause gonna miss laker game
4817,0,definitely missed listening spill canvas miss seeing live well quot now stitch ooooover oooover you oh quot
4818,0,macabre hard believe dropped real nuclear weapon real japanese human http ow ly nru warisfucked
4819,1,bribee lol funny love angel hehe
4820,0,gloomy outside making sad miss sun happiness
4821,0,memphianmallory traumatic even discus none yall here everyone left weekend
4822,0,weekend bought lost odyssey yay however rrod ed second time
4823,0,bogwhoppit aw yes week got asked return end wish bought me never mind
4824,0,wish work today
4825,0,krista watson can t weekend sorry steph working
4826,1,dougiemcfly god peppermint mocha frappachinos amazing addicting
4827,1,shannongrissom grannypig followfriday thank you still even close gottalaff
4828,0,katebuckjr sorry reach either url
4829,0,latinamarie ruddy manageress nd bad job her never find good place beyond cut
4830,0,working graduation shame
4831,1,spumante hahaha yes
4832,1,donnyosmond excited booked ticket vega we live uk can t believe price show ticket
4833,1,last night fun w lightening thunder today s
4834,0,pm friday night going bed pathetic
4835,1,currently enjoying work bank holiday frasier jeremy kyle far enjoy extra day tweeter
4836,0,mileycyrus yeah isnï¿½t prom germany although school almost everywhere same
4837,1,punnie use it heard powershell nice
4838,0,tommcfly sweet england becoming lamer lamer since guy left
4839,0,cuterain following follower not nice
4840,0,greco trying think that
4841,0,want burrito still minute work
4842,0,sitting around fuck all tired
4843,0,lovin clean shaven mr flower look young reminds getting old
4844,1,darrylep lol splurge chocolate then plan splurging little tomorrow
4845,0,sweet pea darn think journey like really
4846,1,amoonchilde thank you tomorrow b day too tease mom tell mother s day gift
4847,0,cchiron well a see blah blah blahing much yep forgot sorry but i m here
4848,0,sheistheemily pq vc nï¿½o pediu amor
4849,1,iloveicetea haha it good luck babe amp upload photo ya
4850,0,wish here babe
4851,0,jackalltimelow wish could go melbourne show parent let cry
4852,1,last montday s award ceremony http twitpic com jkvl
4853,0,ste feel pain hayfever forgot take mine yesterday again
4854,1,happy mother s dayy andd rest fabulous mommy s
4855,0,waiting denver game come on dont think gonna win lakers suck lol p
4856,1,hunabku swine flu victim unite http oinkflu info
4857,0,meant mama
4858,0,sad going miss seeing pennywise year
4859,0,puffffy leavinggggggg nooooooooo
4860,1,ooh lovely ridiculous amount revision left
4861,0,sad cuz mommy leaf indy today
4862,0,ladylogan wish could but work on
4863,0,happy grey s day everyone oh miss grey s
4864,1,littlefletcher oh yeah haven t seem age got watch soon thanks reminding me
4865,0,drat land boot died once think boot like parsley one going seed first season now
4866,0,oh usual warn new follower tend over tweet canuck game apology advance
4867,1,live long prosper fb
4868,1,catboy dubai enjoy sound idyllic geordiebird lost bikini perfect holiday
4869,0,robertsemma reply none fan know trust
4870,1,woo hoo happiness score apparently over the top happy considering week had
4871,1,got done working nate today got another yippee going vacation next week brave calc own
4872,1,better come time count else bam
4873,0,davederoo hardly furniture shipped know backordered may cancel shop local
4874,1,little one s cast taking beating starting show wear tear less week active
4875,1,nighty night twit tty morning
4876,0,co worker s last day going miss
4877,0,emo moment said good bye best friend ever meet sure
4878,1,grentone specific question let know always good writing stuff well fun
4879,1,well interesting attempt commute work exactly plan end though great
4880,1,ordered cuuutest invitation new nieceï¿½s christening arrived back sa sorry wont make
4881,1,good morning every gorgeous n im stuck work wish home chillin out hopefully tha day go quick doh
4882,1,courvidloveeva fc back dear
4883,0,want go home senior
4884,0,work tonight get paycheck
4885,1,possessed beyond certainty made rite decision
4886,1,gericaquinn yay feel loved creepy follower
4887,1,excited summer steve winwood eric clapton eagle death metal ahhh dead weather
4888,1,finally going bed woo hoo gotta work am lot love all
4889,0,miss old ha ha can t tell person s name
4890,0,obviouslb bow try sometimes hard
4891,1,nina s high hanging ninah taylor day theyre awesome getting go home tomorrow see mom nina s low nada
4892,0,terryronald close think running long still chance see it
4893,0,gonna miss thick blood next friday
4894,1,watching everything illuminated dreaaaming lt
4895,1,saw hannah montana movie today best awesomeeeeee hannah miley rock lol
4896,1,sweetdee peanut butter soup amazing everything else soup higher form amazing
4897,0,weather ugly n l a really cold
4898,1,danosphere beautiful mn day stuck inside playing zelda gotta play least hr today
4899,1,simoncurtis haha your hotter justin timberlake
4900,1,citycynic sound good me cleaning cynic order haha good night talk tomorrow
4901,1,spending qt hubby
4902,0,gosh freakin bored talk me
4903,0,early ish night tonight overtime work tomorrow boo working saturday
4904,0,want leave
4905,1,guinness got new toy mom dad house hooray free stuff
4906,0,biggabx yes fair lol
4907,1,loris sl happy sunday
4908,1,lilabiem hahaha well would smack that hahaha big banggg
4909,1,im fed up
4910,0,cried way final episode er previously er documentary it
4911,1,rachyzilla still infamous liverpool store manager helped set said awesome y
4912,1,hollie steel bless her go dreambears lt hahahahaha
4913,1,retweet others good tweet least day get involved thing twitter
4914,1,one s child the child world again say happy mommy day
4915,0,panera eating bacon egg cheese coffee http twitpic com jip
4916,0,nicholasxjonas disappointed
4917,0,miss bed sleepy
4918,0,reyt fancy valentinos worst time considering can t
4919,0,dhughesy me oh wait wrong state
4920,0,work day tomorrow followed date tit jayden gave mom mother s day gift midnight cried
4921,0,mac user completely given google chrome
4922,1,hitechhall love site hoot really enjoy hair cut thailand always try time ir right thanks tip
4923,1,joshwaleigh walk home look amazing
4924,0,undeniable truth suck talking people good making connection come either strange distant
4925,0,sodakan sorry hear wait list
4926,0,suprisingly okay possibly still drunk goodbye suck though
4927,1,got paycheck april bonus b deposited day rest gotta wait til mon
4928,1,well goodnight twitter bug sleep well
4929,0,flyaarmy aduvall flyingphotog foxwhisperer brief interruption brb goodnight catch u later gotta ck something
4930,1,mood way much fun lol love dance techno lt life love stress amp amp set back lt gnite
4931,1,celestialq good let s go get done www hennesseyblack com
4932,0,agree work gorgeous day
4933,0,crap lost game time today day history lostthegame blame meekakitty
4934,1,thankful rain garden kid starting gardening lapbook thanks heidi http www lapbooklessons com
4935,1,mom came home finally got guitar strap yay
4936,0,teeeeeeeeeeeeeth hurt lot mall funnn today made dolla better nothing right hehe
4937,0,smell like beach job
4938,1,quirke wish still around litter azalea caught dd back yard bunny lap
4939,0,yea baby im gonna miss much
4940,0,jwray lakers baby lakers miss game tmwr work keep posted please
4941,1,jonathanrknight btw still can t believe awesome newjabbakidz performance wa u mask i screamed pc
4942,0,exprincess http twitpic com sniff feel left out grin
4943,1,lopps ohh cute fishing peaceful daughter look focus
4944,0,knew listening miley cyrus morning bad idea
4945,1,vinnipukh give hug see tell say hi
4946,0,kayleigh stack wish could go think allowed p either way two show going bound get ticket
4947,1,mitch iso too adorable could tell pressure got her
4948,1,work happy mother s day
4949,0,busy work today it interferring socializing
4950,0,fyi ruin hollywood closed last friday closing night
4951,0,hi anybody else problem karma site working
4952,1,fishieee haha gross time come back tell yum vancouver malay spot soon go indian
4953,1,finally eating unagi saving while udon agh realized band playing bear garden today one like
4954,0,cashric miss u ceddy
4955,1,saw fiddler topol girl looooved it next month annie th row can t wait trip music store fiddler sheet music
4956,0,morethanfine wish could make quick trip la july miss la
4957,1,jwdilla glad fun babe
4958,1,jami hirsch thanks follow wish plan open shoppe tc economy turn
4959,1,jason manford awww thats lovely thing u say u manchester x
4960,0,wanna watch quot up quot badly
4961,1,beautiful day hangin guy graham josiah lol waiting others wanna stop come food
4962,1,watching alien boobie craig rise house early bedtime grown ups
4963,0,good friend lt miss much
4964,0,getting ready school reading what s going set montepulciano practically cry cause
4965,1,finish book quot nudge quot going write
4966,1,stevebrown noo good guy better x
4967,1,datadirt hahah okay thanks short explanation
4968,1,vengenz lovely attempt poetry
4969,0,ivansharris hey go last night expecting see broadway
4970,1,bb mespptc yeah okay icing ace bandage sitting twitter lol thanks
4971,1,rowansong fantastic
4972,1,grilled chicken broccolli water yummy healthy well put butter veggie whatever
4973,1,timlichfield alreet chap awesome time n congrats recent result
4974,0,melroze kno im sad evry leavin horrible im supposed b happy summer cant ima miss evry
4975,1,iamkhayyam haha came home long night out saw tweetie khayyam wakil usually announce shit lol
4976,1,helping ex student uni assignment via skype gotta love connected world sudying game design even better
4977,0,starving diet killing can t eat pm
4978,0,see tinyï¿½s thinking thought smile caught radio big daft grin face
4979,1,need break need kitkat haha
4980,0,jclayville feel pain lived apt mo previous tenant cat burning eye tight lung gregg
4981,1,petespencer yeah we say shite alot here say shiiite rhyming light
4982,0,walc er ready cry going long day reminiscing
4983,1,marshacollier indeed excellent movie
4984,1,hello everyone im sitting rocking sam air best classic rock station twitter
4985,1,watching jay leno s nd last tonight show gone day without leno like four years
4986,0,watched favorite movie quot a walk remember quot romantic sad love
4987,0,okay lied meant time next week sooo much longer miss mommy
4988,1,happy mother day u milfs there
4989,1,anyone excited harry potter like am damn twilight postponed first love oh well find hai chai
4990,1,ready celebrate weekend oh wait minute
4991,1,miss concert tuesday already really like time machine go see again fun
4992,0,sanda ummm sure miss ya ll alot too think know meant
4993,0,beautiful night im stuck inside feelin ill instead crazzzzzzzy as party
4994,0,feeling pretty energized amp ready face day w only hour sleep hope last day
4995,1,oh joy gong long weekebd yipee â¡
4996,0,need follower
4997,1,starting video editing first spanking movie mina added next update
4998,1,inthebattle really cute one favorite
4999,0,sad friend everyday long as time
5000,1,tommcfly wishing could sï¿½o paulo show fortunately went brasilia one haha
5001,1,joannarobbins spot on i tweet without it thanks share tonight
5002,1,time bed got learning tomorrow early start night night good people xxx
5003,1,can t wait day till happiness
5004,0,fighting mum mother day
5005,1,happy star war day lol may force strong all
5006,0,ti died know why
5007,0,solangeknowles proud solange
5008,0,cancel wow
5009,1,kiitzyy think hahah geez lady hour ago go bed lack sleep bad skin
5010,1,learning play sweet child mine guitar yay
5011,0,can t find jewellry dressssss
5012,0,itstrizunigs actually web work fine tweetdeck seems culprit sadness done two diff location
5013,1,ashleytisdale ahhh sooo happy ashley tisdale germany oberhausen show tv o clock
5014,0,wish could go meet middle tomorrow
5015,0,guilty awww that s him nice attempt hiding camera
5016,0,angelica yo lol wow dawg sound like playing feel bad haha
5017,0,ayebloodyright taking soul friend family watching die nightmare trust
5018,1,may th today round weekend one session happy th y all fintster
5019,1,helping devin photo studio sitting back sipping green apple martini watching assemble everything
5020,0,concert tonight chackin coming tomorrow
5021,0,missed getting quot twilight quot jacket modcloth man wish long monkey arm could gotten l instead
5022,0,suzyqbee say feel mama tucking night lonely getting by tomorrow tough
5023,1,fuelbot hahahahahahahahahahahahaha could interesting
5024,1,good morning world another wonderfull day starting breakfst champion kid ofcourse
5025,1,jtimberlake went resteraunt nyc aaaaaaaaaamazing
5026,1,aceconcierge glad got safe amp saw daughter enjoy time there
5027,1,catrionat yes yes is ima guna lol
5028,0,still white despite age sun
5029,1,great weekend glad sunny today
5030,1,wishing warped tour came london canada
5031,0,ran outta bathroom pass maybe mr french nice today
5032,1,http twitpic com wff got pretty sweet sticker refyousuck
5033,1,ok samcarterrules saw u joey thought u looked interesting like thing sanctuarysunday
5034,1,got home another wonderful night
5035,1,sex beach cosmo kamikaze captain america ahhh fun night still over
5036,0,surgery effin hurt
5037,1,mjcatz thanks let know print gallery would like work detail
5038,0,ready weekend sad office tomorrow morning
5039,1,delicatelyreal looool ana vote ag ele yeleni taqaod
5040,0,last class scott julie today going miss them bought bottle champagne congratulatory gift
5041,0,kurttheobald problem unfortunately think something sort own
5042,0,hookedonwinter picture make thristy everyday
5043,1,happy star war day every one may fourth you
5044,0,wholee aaron playing gig life aquatic party outside austin think mi tt bday party sadly
5045,1,buffalokid thanks feedback surreal life surreal oil
5046,0,sad discontinued sesame tofu salad trader joes
5047,1,here s euan stoweboyd evening drink thursday night london http twitpic com wrrp
5048,0,got back from ahem meal wa boring eat nonetheless
5049,1,amazing brand new pari neb broke go figure weekend look like getting another one next week sigh
5050,1,hanging school last day senior
5051,1,scalzi happy frickin birthday try bitter sharing day lovely wife mother there
5052,1,feeling happy despite amount work need today happy time
5053,1,finally back dinner party fun alice wine proposed we re getting married next week may th
5054,0,lrntoswim thx followfriday afraid remiss blip lately
5055,1,one all time favorite episode quote officeus http bit ly armj
5056,1,jonbongato haha interesting haha
5057,0,lilivonshtupp rather go matinee work still debating whether go co going alone fun haha
5058,0,ready go work now cannot bothered
5059,1,exocetau always champion league party ti awesome
5060,0,well thats then exam failed bsc gone
5061,1,always get really excited steal kiss ben harper come ipod great song love beat boxing beginning
5062,1,brokenromantic haha malamang one chef
5063,1,realhughjackman absolutely amazing wolverine sooo beautiful also amazing person look u
5064,1,sleep time big little lunch tomorrow olive garden
5065,1,debpenner deb looking forward exploring simple ology mark joyner back hour
5066,1,trswift yep meeeee awesome hahahha
5067,0,seen muffin two whole day
5068,1,got back footy thankgod eagle
5069,1,hanging kevin tomorrow go productive
5070,1,yay poker win sketchy student decided show today lawl
5071,0,mcfonalds roulette lose forgot mygrilled snack wrap
5072,1,jy looking forward mandarin album hope come singapore
5073,0,paid bill money
5074,1,still up thank praying ahahaha watching britney record school today good day
5075,1,zaragreen problem keep comin
5076,0,warhammer k space marine officially announced p luck pc gamers
5077,1,jonathanrknight awww sweetie hope mom wonderful mother s day
5078,1,sun waking up beautiful day
5079,0,listening joeymcintyrye s without love he tortured song make sad
5080,0,lauriedriscoll finish twilight did wish wasnt
5081,0,work bored mind
5082,0,deevazquez lol offering case guiness one her buy two stay let s start bidding war
5083,0,ended face face bear driving home evening sadly took wood hauled cameraphone
5084,0,damn raining
5085,1,pegel cape ya keliling kuil but totally awesome wa amazed temple culture ambience truly amazing thailand
5086,0,misscaseyb know mean rain suck
5087,0,dayna aka rowan could talking he s probably though
5088,0,columbus blue jackes may movieing anew city play thats sad news
5089,1,ahh sunshine deleted spam email day bbq sun wonderful
5090,1,enjoying quot gear war quot pc game really gooooood
5091,1,starbucks lovin
